type,name,label::English (en),required,default,relevant,appearance,constraint,constraint_message::English (en),label::Arabic (ar),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::Arabic (ar),repeat_count,parameters
integer,gvt_salary,1. Government salary,yes,,${gvt_public_sector_male} >0 or ${gvt_public_sector_female}>0,,. >=0,,ÇáÑÇÊÈ ÇáÍßæãí,,,,,,,
integer,gvt_social_benefits,2. Government social benefits or assistance (including pensions),yes,,,,. >=0,,ÇáãÒÇíÇ Ãæ ÇáãÓÇÚÏÇÊ ÇáÇÌÊãÇÚíÉ ÇáÍßæãíÉ (ÈãÇ İí Ğáß ÇáãÚÇÔ ÇáÖãÇäí),,,,,,,
integer,non_gvt_salary,3. Non-government salaried work,yes,,${libyan_owned_business_male} >0 or ${libyan_owned_business_female} >0 or ${foreign_owned_business_male} >0 or ${foreign_owned_business_female} >0 or ${libyan_ngos_csos_male} >0 or ${libyan_ngos_csos_female} >0 or ${international_ngos_male} >0 or ${international_ngos_female} >0 or ${other_institution_male} >0 or ${other_institution_female} >0,,. >=0,,ÇáÚãá ÛíÑ ÇáÍßæãí ÈÃÌÑ,,,,,,,
integer,casual_labour,4. Casual or daily labour,yes,,${informal_irregular_labour_male} >0 or ${informal_irregular_labour_female} >0 ,,. >=0,, ÇáÚãá Çáíæãí Ãæ ÇáÚÇÑÖ,,,,,,,
integer,own_business_income,5. Income from own business or commerce,yes,,${own_family_business_male} >0 or ${own_family_business_female} >0 ,,. >=0,,ÇáÏÎá ãä ÇáÃÚãÇá ÇáÊÌÇÑíÉ ÇáÎÇÕÉ Ãæ ÇáÊÌÇÑÉ,,,,,,,
integer,remittances,6. Remittances,yes,,,,. >=0,,ÇáÊÍæíáÇÊ,,,,,,,
integer,family_support,7. Support from family and friends (not including remittances),yes,,,,. >=0,,ÇáÏÚã ãä ÇáÚÇÆáÉ æÇáÃÕÏŞÇÁ (áÇ íÔãá ÇáÊÍæíáÇÊ),,,,,,,
integer,humanitarian_assistance,8. Humanitarian assistance,yes,,,,. >=0,,ÇáãÓÇÚÏÉ ÇáÅäÓÇäíÉ,,,,,,,
integer,zakat,9. Zakat or charitable donations (not formal humanitarian assistance),yes,,,,. >=0,,ÇáÒßÇÉ Ãæ ÇáÊÈÑÚÇÊ ÇáÎíÑíÉ (æáíÓ ÇáãÓÇÚÏÇÊ ÇáÅäÓÇäíÉ ÇáÑÓãíÉ),,,,,,,
integer,income_other,10. Other (specify),yes,,,,. >=0,, ÃÎÑì (íÑÌì ÇáÊÍÏíÏ),,,,,,,
end_group,,,,,,,,,,,,,,,,
text,income_source_other,"if other, please specify",yes,,${income_other} >0,,,,ÍÏÏ Åä ßäÊ ÇÎÊÑÊ ÛíÑ Ğáß,,,,,,,
begin_group,modality_receipt_income,"How did your household receive its income over the last 30 days, by percentage?",yes,,${gvt_salary}>0 or ${gvt_social_benefits}>0 or ${non_gvt_salary}>0 or ${casual_labour}>0 or ${own_business_income}>0 or ${remittances}>0 or ${family_support}>0 or ${humanitarian_assistance}>0 or ${zakat}>0 or ${income_other}>0 ,field-list,,,ßíİ ÍÕáÊ ÃÓÑÊß Úáì ÏÎáåÇ ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ¡ ÈÇáäÓÈÉ ÇáãÆæíÉ¿,,,,,,,
integer,cash_modality,1. Cash,yes,,,,.>=0 and .<=100,the number should be between 0 and 100,ÇáäŞÏ,íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
integer,bank_transfers_modality,2. Bank transfers,yes,,,,.>=0 and .<=100,the number should be between 0 and 100, ÇáÊÍæíáÇÊ ÇáãÕÑİíÉ,íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
integer,cheques_modality,3. Cheques,yes,,,,.>=0 and .<=100,the number should be between 0 and 100,ÇáÔíßÇÊ,íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
integer,phone_cards_modality,4. Phone top-up cards,yes,,,,.>=0 and .<=100,the number should be between 0 and 100,ÈØÇŞÇÊ áÅÚÇÏÉ ÇáÔÍä ÈÇáåÇÊİ,íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
integer,prepaid_gift_card_modality,5. Prepaid card or gift card,yes,,,,.>=0 and .<=100,the number should be between 0 and 100,ÈØÇŞÉ ãÓÈŞÉ ÇáÏİÚ Ãæ ÈØÇŞÉ åÏíÉ,íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
integer,inkind_modality,"6. Other in-kind (e.g., food)",yes,,,,.>=0 and .<=100,the number should be between 0 and 100,ÚíäíÉ ÃÎÑì (ãËá ÇáØÚÇã),íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
integer,other_modality,7. Other (specify),yes,,,,.>=0 and .<=100,the number should be between 0 and 100,ÃÎÑì:,íÌÈ Ãä íßæä ÇáÑŞã Èíä 0 æ 100,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,calc_modality_receipt_income,,,,,,,,,,,${cash_modality}+${bank_transfers_modality}+${cheques_modality}+${phone_cards_modality}+${prepaid_gift_card_modality}+${inkind_modality}+${other_modality},,,,
note,calc_modality_receipt_income_error,thet total share of income is not equal to 100,yes,,${calc_modality_receipt_income} !=100,,,,íÌÈ Ãä Êßæä ãÌãæÚ äÓÈ ÇáãÆæíÉ ÊÓÇæí 100,,,,,,,
text,modality_receipt_income_other,"If other, Please specify",yes,,${other_modality}>0,,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,obtaining_cash_challenge,Did your household face any challenges obtaining enough money to meet its needs over the last 30 days?,yes,,,quick,,,åá æÇÌåÊ ÃÓÑÊß Ãí ÊÍÏíÇÊ İí ÇáÍÕæá Úáì ãÇ íßİí ãä ÇáãÇá áÊáÈíÉ ÇÍÊíÇÌÇÊåÇ ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ¿,,,,,,,
select_multiple obtaining_cash_challenge_reasons,obtaining_cash_challenge_reasons,What were the main challenges to obtaining enough money to meet your household's needs in the last 30 days?,yes,,${obtaining_cash_challenge}='yes',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇ ßÇäÊ ÇáÊÍÏíÇÊ ÇáÑÆíÓíÉ ááÍÕæá Úáì ÇáÏÎá İí Çá30 íæãÇ ÇáãÇÖíÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,obtaining_cash_challenge_reasons_other,"If other, Please specify",yes,,"selected(${obtaining_cash_challenge_reasons},'other')",,,,ÍÏÏ Åä ßäÊ ÇÎÊÑÊ ÛíÑ Ğáß,,,,,,,
select_one bank_withdrawal,bank_withdrawal,Did your household withdraw any money from banks or ATMs in the last 30 days?,yes,,,quick,,,åá ŞãÊ Ãæ ÃÍÏ ÃİÑÇÏ ÃÓÑÊß ÈÓÍÈ Ãí ÃãæÇá ãä ÇáÈäæß Ãæ ÃÌåÒÉ ÇáÕÑÇİ ÇáÂáí İí ÇáÜ 30 íæãğÇ ÇáãÇÖíÉ¿,,,,,,,
integer,bank_withdrawal_amount,"How much money, in LYD, did your household withdraw in total over the last 30 days?",yes,,${bank_withdrawal}='yes',,.>0,,ßã ÇÓÊØÚÊ Çä ÊÓÍÈ ãä ÇáÃãæÇá ÈÇáÏíäÇÑ ÇááíÈí İí ÂÎÑ 30 íæãÇ¿,,,,,,,
select_one lasttime_able_withdraw_money,lasttime_able_withdraw_money,When was the last time your household was able to withdraw any money from banks or ATMs?,yes,,${bank_withdrawal}='unable_withdraw_money',quick,,,Êì ßÇäÊ ÂÎÑ ãÑÉ ÊãßäÊ İíåÇ ÃÓÑÊß ãä ÓÍÈ Ãí ÃãæÇá ãä ÇáÈäæß Ãæ ÃÌåÒÉ ÇáÕÑÇİ ÇáÂáí¿,,,,,,,
begin_group,hh_expenditures,"During the past 30 days, how much did your household spend, in LYD, on each of the following categories of items for domestic consumption? For each, please estimate the total amount spent by your household using all modalities (cash, credit, cheques, etc.).",yes,,,field-list,,,ÎáÇá ÇáÜ 30 íæãğÇ ÇáãÇÖíÉ¡ ãÇ åæ ÇáãÈáÛ ÇáĞí ÃäİŞÊå ÚÇÆáÊß¡ ÈÇáÏíäÇÑ ÇááíÈí¡ Úáì ßá İÆÉ ãä ÇáÃÕäÇİ ÇáÊÇáíÉ ááÇÓÊåáÇß ÇáãäÒáí¿ íÑÌì ÊŞÏíÑ ÇáãÈáÛ ÇáÅÌãÇáí ÇáĞí ÃäİŞÊå ÃÓÑÊß ÈÇÓÊÎÏÇã ÌãíÚ ØÑŞ ÇáÏİÚ (ÇáäŞÏ¡ ÇáÇÆÊãÇä¡ ÇáÔíßÇÊ¡ ÅáÎ)  áßá ÎíÇÑ .,,,,,,,
integer,food_expenditure,1. Food items,yes,,,,.>=0,,ÇáãæÇÏ ÇáÛĞÇÆíÉ,,,,,,,
integer,rent_expenditure,2. Rent,yes,,${occupancy_status}='rental_written_contract' or ${occupancy_status}='rental_verbal_agreement',,.>=0,,ÇáÅíÌÇÑ,,,,,,,
integer,shelter_maintenance_expenditure,3. Shelter maintenance,yes,,,,.>=0,,ÕíÇäÉ ÇáãÓßä,,,,,,,
integer,water_expenditure,4. Water (from all sources combined),yes,,,,.>=0,,ÇáãíÇå (ãä ÌãíÚ ÇáãÕÇÏÑ ãÌÊãÚÉ),,,,,,,
integer,nfi_expenditure,"5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)",yes,,,,.>=0,,ÇáÃÏæÇÊ ÇáãäÒáíÉ ÛíÑ ÇáÛĞÇÆíÉ (ãÓÊáÒãÇÊ ÇáäÙÇİÉ¡ ÇáÈØÇäíÇÊ¡ ÇáãÕÇÈíÍ¡ ÅáÎ),,,,,,,
integer,utilities_expenditure,6. Utilities (electricity and gas connections),yes,,,,.>=0,,ÇáãÑÇİŞ (ÊæÕíáÇÊ ÇáßåÑÈÇÁ æÇáÛÇÒ),,,,,,,
integer,fuel_expenditure,"7. Fuel (for cooking, for vehicles, etc.)",yes,,,,.>=0,,"ÇáæŞæÏ (ááØåí¡ ÇáÓíÇÑÇÊ, ÅáÎ)",,,,,,,
integer,health_related_expenditure,"8. Health-related expenditures (healthcare, medicine, etc.)",yes,,,,.>=0,,ÇáäİŞÇÊ ÇáãÊÚáŞÉ ÈÇáÕÍÉ (ÇáÑÚÇíÉ ÇáÕÍíÉ¡ ÇáØÈ¡ ÅáÎ),,,,,,,
integer,education_related_expenditure,"9. Education-related expenditures (school fees, supplies, uniforms, etc.)",yes,,${nb_under18}>0,,.>=0,,ÇáäİŞÇÊ ÇáãÊÚáŞÉ ÈÇáÊÚáíã (ÇáÑÓæã ÇáãÏÑÓíÉ¡ ÇááæÇÒã¡ ÇáÒí ÇáÑÓãí¡ ÅáÎ),,,,,,,
integer,transportation_expenditure,10. Transportation ,yes,,,,.>=0,, ÇáäŞá,,,,,,,
integer,mobile_phone_credit_expenditure,11. Mobile phone credit,yes,,,,.>=0,,ÈØÇŞÇÊ ÔÍä ááåÇÊİ ÇáÌæÇá,,,,,,,
integer,productive_assets_expenditure,"12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)",yes,,,,.>=0,, ÇáÃÕæá ÇáÅäÊÇÌíÉ (ÇáÚäÇÕÑ ÇáãÓÊÎÏãÉ ááãÓÇÚÏÉ İí ÊæáíÏ ÇáÏÎá¡ ãËá ÂáÇÊ ÇáÎíÇØÉ¡ æÇáÃÏæÇÊ¡ æãÇ Åáì Ğáß),,,,,,,
integer,debt_repayment_expenditure,13. Debt repayment,yes,,,,.>=0,, ÓÏÇÏ ÇáÏíæä,,,,,,,
integer,other_expenditure,14. All other expenditures (specify),yes,,,,.>=0,, ÌãíÚ ÇáäİŞÇÊ ÇáÃÎÑì (íÑÌì ÇáÊÍÏíÏ),,,,,,,
end_group,,,,,,,,,,,,,,,,
text,hh_expenditures_other,"If other, Please specify",yes,,${other_expenditure}>0,,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
integer,hh_total_debt,What is your household's total amount of debt (in LYD)?,,,${debt_repayment_expenditure}>0,,.>=0,,ãÇ åæ ÅÌãÇáí Ïíä ÃÓÑÊß (ÈÇáÏíäÇÑ ÇááíÈí)¿,,,,,,,
select_one hh_debt_primary_reason,hh_debt_primary_reason,What was the primary reason for taking on debt?,yes,,${debt_repayment_expenditure}>0,quick,"if(${occupancy_status}!='rental_written_contract' or ${occupancy_status}!='rental_verbal_agreement', . != 'paynig_rent', count-selected(.)=1)",,ãÇ åæ ÇáÓÈÈ ÇáÑÆíÓí áÊÍãá ÇáÏíæä¿,,,,,,,
text,hh_debt_primary_reason_other,"If other, Please specify",yes,,${hh_debt_primary_reason}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one hh_payment_modality,hh_payment_modality,What was the payment modality most commonly used by your household in the past 30 days?,yes,,,quick,,,ãÇ ØÑíŞÉ ÇáÏİÚ ÇáÃÓÇÓíÉ (ÇáÃßËÑ ÇÓÊÚãÇáÇ)  İí ÇáËáÇËíä íæãÇ ÇáãÇÖíÉ¿,,,,,,,
text,hh_payment_modality_other,"If other, Please specify",yes,,${hh_payment_modality}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,hh_access_marketplace,Does your household have access to a marketplace or grocery store in your mahalla or close to your mahalla?,yes,,,quick,"if(selected(${food_source},'market_cash') or selected(${food_source},'market_credit') or selected(${food_source},'market_cheque'), . != 'no', count-selected(.)=1)","Markets are one of the main source of food for the household, the answer to this question cannot be no",åá ÊÓÊØíÚ ÇáæÕæá Åáì ÇáÓæŞ Çæ ãÍá ãæÇÏ ÛĞÇÆíÉ İí ãäØŞÊß Ãæİí ãäØŞÉ ŞÑíÈÉ ãäß¿,ÇáÓæŞ åæ ãä Ãåã ÇáãÕÇÏÑ ÇáÊí ÊÍÕá İíåÇ åĞå ÇáÇÓÑÉ ÚÇÏÉ Úáì ÇáÛĞÇÁ. ÅÌÇÈÉ Úáì åĞÇ ÇáÓÄÇá áÇ íãßä Ãä Êßæä áÇ,,,,,,
select_one travel_to_market,travel_to_market,For how long does your household have to travel by car to get to the nearest marketplace or grocery store where you can find fresh produce?,yes,,${hh_access_marketplace}='yes',quick,,,ßã ãä ÇáæŞÊ íÓÊÛÑŞ ÇáÓİÑ ÈÇáÓíÇÑÉ ááæÕæá Åáì ÃŞÑÈ ÓæŞ Ãæ ãÍá ãæÇÏ ÛĞÇÆíÉ ÍíË íãßäß ÇáÚËæÑ Úáì ÇáãäÊÌÇÊ ÇáØÇÒÌÉ¿,,,,"This question is asking about marketplaces that have fresh produce, rather than just the small neighborhood stores that have basic supplies",åĞÇ ÇáÓÄÇá íÓÃá Úä ÇáÃÓæÇŞ ÇáÊí ÊÍÊæí Úáì ãäÊÌÇÊ ØÇÒÌÉ ¡ ÈÏáÇğ ãä ãÌÑÏ ãÊÇÌÑ ÇáÃÍíÇÁ ÇáÕÛíÑÉ ÇáÊí ÊÍÊæí Úáì ÇáÅãÏÇÏÇÊ ÇáÃÓÇÓíÉ,,
select_multiple barriers_access_market,barriers_access_market,"In the last 30 days, did anyone in your household face any barriers to consistently accessing marketplaces?",yes,,,,"if(${travel_to_market}='less_15min', not(selected(., 'too_far_market')),count-selected(.)>=1)  and (not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no_barriers_access_market')) and count-selected(.)<=3 or count-selected(.) = 1)","Cannot select ""No barriers faced when accessing marketplace"" or ""I dont know"" or ""I prefer not to answer"" with other options. Also cannot select ""live too far"" when the distance to marketplace is less than 15min",ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ åá æÇÌåÊß ÇäÊ Çæ ÇÍÏ ÇİÑÇÏ ÇÓÑÊß ÚæÇÆŞ ÊãäÚßã ãä ÇáæÕæá Åáì ÇáÃÓæÇŞ ÈÔßá ãÓÊãÑ ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÊæÌÏ ÍæÇÌÒ ÊæÇÌå ÚäÏ ÇáæÕæá Åáì ÇáÓæŞ"" Ãæ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. áÇ íãßä ÃíÖğÇ ÊÍÏíÏ ""ÇáÚíÔ ÈÚíÏğÇ"" ÚäÏãÇ Êßæä ÇáãÓÇİÉ Åáì ÇáÓæŞ ÃŞá ãä 15 ÏŞíŞÉ",,,Up to 3 choices,ãä 1 Åáì 3 ÇÎÊíÇÑÇÊ ,,
text,barriers_access_market_other,"If other, Please specify",yes,,"selected(${barriers_access_market},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple barriers_purchasing_items,barriers_purchasing_items,"In the last 30 days, did anyone in your household face any barriers to regularly purchasing specific items on the market?",yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no_barriers_purchasing_items')) and count-selected(.) <=3 or count-selected(.) = 1","Cannot select ""No, no barrier faced when purchasing market items"" or ""I dont know"" or ""I prefer not to answer"" with other options",ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ¡ åá æÇÌåÊß ÃäÊ Ãæ Ãí ÔÎÕ İí ãäÒáß Ãí ÚæÇÆŞ áÔÑÇÁ ãæÇÏ ãÍÏÏÉ ÈÇäÊÙÇã İí ÇáÓæŞ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ¡ áÇ íæÇÌå Ãí ÍÇÌÒ ÚäÏ ÔÑÇÁ ÓáÚ ÇáÓæŞ"" Ãæ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,Up to 3 choices,ãä 1 Åáì 3 ÇÎÊíÇÑÇÊ ,,
text,barriers_purchasing_items_other,"If other, Please specify",yes,,"selected(${barriers_purchasing_items},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple expensive_unavailable_items_to_afford,expensive_items_to_afford,Which items were too expensive to afford? ,yes,,"selected(${barriers_purchasing_items},'yes_items_too_expensive')",,"if(${nb_male}=0, not(selected(.,'hygiene_items_man')), count-selected(.) >=1) and  if(${nb_female}=0, not(selected(.,'hygiene_items_woman')), count-selected(.) >=1)",,ãÇ åí ÇáãæÇÏ ÇáÊí ßÇäÊ ãßáİÉ ááÛÇíÉ¿ ,,,,,,,
text,expensive_items_to_afford_other,"If other, Please specify",yes,,"selected(${expensive_items_to_afford},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple expensive_unavailable_items_to_afford,unabailable_items_marketplace,Which items were not consistently available?,yes,,"selected(${barriers_purchasing_items},'yes_items_not_available')",,"if(${nb_male}=0, not(selected(.,'hygiene_items_man')), count-selected(.) >=1) and  if(${nb_female}=0, not(selected(.,'hygiene_items_woman')), count-selected(.) >=1)",,ãÇ ÇáãæÇÏ ÇáÊí áã Êßä ãÊæİÑÉ ÈÇÓÊãÑÇÑ¿,,,,,,,
text,unabailable_items_marketplace_other,"If other, Please specify",yes,,"selected(${unabailable_items_marketplace},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple financial_service_providers,financial_service_providers,What types of financial service providers does your household have access to in or around your mahalla?,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇ åí  ÇáÎÏãÇÊ ÇáãÇáíÉ ÇáãÊæİÑÉ ÇáÊí íãßäß ÇáæÕæá ÅáíåÇ İí ãäØŞÊß Ãæ ÍæáåÇ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,financial_service_providers_other,"If other, Please specify",yes,,"selected(${financial_service_providers},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,cash_coping_mechanism,"During the past 30 days, did anyone in your household have to engage in any of the following activities due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?",yes,,,,,,"ÎáÇá ÇáÜ 30 íæãğÇ ÇáãÇÖíÉ¡ åá ÇÖØÑ Ãí ÔÎÕ İí ãäÒáß ááãÔÇÑßÉ İí Ãí ãä ÇáÃäÔØÉ ÇáÊÇáíÉ ÈÓÈÈ äŞÕ ÇáãæÇÑÏ ÇááÇÒãÉ áÊÛØíÉ ÇáÇÍÊíÇÌÇÊ ÇáÃÓÇÓíÉ ( ãËá ÇáÛĞÇÁ¡ ÇáãÃæì¡ ÇáÕÍÉ¡ ÇáÊÚáíã)¿ 
",,,,,,,
select_one cash_coping,sold_nonproductive_hh_assets,"1. Sold non-productive household assets or goods (TV, household appliance, furniture, gold, etc.)",yes,,,quick,,,ÈíÚ ÇáÃÕæá Ãæ ÇáÈÖÇÆÚ ÇáãäÒáíÉ ÛíÑ ÇáãäÊÌÉ (ÇáÊáİÒíæä ¡ ÇáÃÌåÒÉ ÇáãäÒáíÉ ¡ ÇáÃËÇË ¡ ÇáĞåÈ ¡ ÅáÎ.),,,,,,,
select_one cash_coping,sold_productive_hh_assets,"2. Sold productive household assets or means of transport (sewing machine, wheelbarrow, car, etc.)",yes,,,quick,,,ÈíÚ ÃÕæá Ãæ æÓÇÆá äŞá ãäÒáíÉ ãäÊÌÉ (ãÇßíäÉ ÎíÇØÉ ¡ ÚÑÈÉ íÏæíÉ ¡ ÓíÇÑÉ ¡ ÅáÎ.),,,,,,,
select_one cash_coping,spent_savings,3. Spent savings,yes,,,quick,,,ÃäİŞ ÇáãÏÎÑÇÊ,,,,,,,
select_one cash_coping,borrowed_money,4. Borrowed money,yes,,,quick,,,ÇŞÊÑÖ ÇáãÇá,,,,,,,
select_one cash_coping,borrowed_purchased_oncredit_food,5. Purchased food on credit or borrowed food,yes,,,quick,,,ÔÑÇÁ ÇáãæÇÏ ÇáÛĞÇÆíÉ Úä ØÑíŞ ÇáÏíä Ãæ ÇáãæÇÏ ÇáÛĞÇÆíÉ ÇáãŞÊÑÖÉ,,,,,,,
select_one cash_coping,reduced_expenditures_essential_nfi,"6. Reduced expenditures on essential non-food items (water, hygiene items, etc.)",yes,,,quick,,,ÇäÎİÇÖ ÇáäİŞÇÊ Úáì ÇáãæÇÏ ÛíÑ ÇáÛĞÇÆíÉ ÇáÃÓÇÓíÉ (ÇáãíÇå ¡ ãæÇÏ ÇáäÙÇİÉ ¡ æãÇ Åáì Ğáß),,,,,,,
select_one cash_coping,reduced_expenditures_health_education,7. Reduced expenses on health or medicine,yes,,,quick,,,ÇäÎİÇÖ ÇáäİŞÇÊ Úáì ÇáÕÍÉ Ãæ ÇáÏæÇÁ,,,,,,,
select_one cash_coping,child_dropped_school,8. Child or children dropped out of school,yes,,,quick,,,ÅäİÕÇá ÇáÃØİÇá Úáì ÇáãÏÑÓÉ,,,,,,,
select_one cash_coping,delayed_skipped_rent,9. Delayed or skipped paying rent,yes,,${occupancy_status}='rental_written_contract' or ${occupancy_status}='rental_verbal_agreement',quick,,,ÊÃÎÑ Ãæ ÊÎØí ÏİÚ ÇáÅíÌÇÑ,,,,,,,
select_one cash_coping,begging,10. Asked strangers for money or food,yes,,,quick,,,ØáÈ ÇáãÇá Çæ ÇáØÚÇã ãä ÇáÛÑÈÇÁ,,,,,,,
select_one cash_coping,took_additional_job,11. Took an additional job,yes,,,quick,,, ÔÛá æÙíİÉ ÅÖÇİíÉ,,,,,,,
select_one cash_coping,adult_accepting_degrading_illegal_work,"12. HH adult member accepted socially degrading, exploitative, high-risk, or illegal work",yes,,,quick,,, ŞÈæá ÔÎÕ ÈÇáÛ ãä ÇáÇÓÑÉ ÇáÚãá Çáãåíä ÇÌÊãÇÚíğÇ Ãæ ÇáÇÓÊÛáÇáí Ãæ ÚÇáí ÇáÎØæÑÉ Ãæ ÛíÑ ÇáŞÇäæäí,,,,,,,
select_one cash_coping,minor_accepting_degrading_illegal_work,"13. HH minor member accepted socially degrading, exploitative, high-risk, or illegal work",yes,,${nb_under18} >0,quick,,, ŞÈæá ÔÎÕ ŞÇÕÑ Úáì ÇáÚãá Çáãåíä ÇÌÊãÇÚíğÇ Ãæ ÇáÇÓÊÛáÇáí Ãæ ÇáÎØíÑ Ãæ ÛíÑ ÇáŞÇäæäí,,,,,,,
select_one cash_coping,child_marriage,"14. Child marriage (i.e., marriage of a household member aged 17 or younger)",yes,,${nb_under18} >0,quick,,, ÒæÇÌ ÇáÃØİÇá (Ãí ÒæÇÌ ÃÍÏ ÃİÑÇÏ ÇáÃÓÑÉ ÇáĞíä íÈáÛ ÚãÑåã 17 ÓäÉ Ãæ ÃŞá),,,,,,,
select_one cash_coping,other_cash_coping_mechanism,15. Other (please specify),yes,,,quick,,, ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,,
end_group,,,,,,,,,,,,,,,,
text,cash_coping_mechanism_other,"If other, Please specify",yes,,${other_cash_coping_mechanism}='yes' or ${other_cash_coping_mechanism}='already_exhausted_this_coping_strategy',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple using_cash_coping_mechanism_reasons,using_cash_coping_mechanism_reasons,What is the main reason why these coping strategies were used?,yes,,${sold_nonproductive_hh_assets}='yes' or ${sold_productive_hh_assets}='yes' or ${spent_savings}='yes' or ${borrowed_money}='yes' or ${borrowed_purchased_oncredit_food}='yes' or ${reduced_expenditures_essential_nfi}='yes' or ${reduced_expenditures_health_education}='yes' or ${delayed_skipped_rent}='yes'  or ${begging}='yes' or ${took_additional_job}='yes' or ${adult_accepting_degrading_illegal_work}='yes' or ${minor_accepting_degrading_illegal_work}='yes' or ${child_marriage}='yes' or ${other_cash_coping_mechanism}='yes' or ${child_dropped_school}='yes',,,,ãÇ ÓÈÈ ÇÓÊÎÏÇã ÇÓÊÑÇÊíÌíÇÊ ÇáãæÇÌåÉ åĞå ÃÓÇÓğÇ¿,,,,,,,
